id,ciudad,titulo,rating,precio
civ_153,Gran Canaria,"Si queréis conocer los secretos de la fruta más famosa de Canarias, no dudéis en reservar esta visita por el Mundo del Plátano. ¡Degustación incluida!",4.8,15.0
civ_154,Gran Canaria,"En este free tour por Las Palmas recorreremos el centro histórico de la capital de Gran Canaria, donde veremos la Casa de Colón y la catedral de Santa Ana.",4.3,0.0
civ_155,Gran Canaria,Animaos a vivir un día inolvidable en este paseo en barco por Puerto de Mogán. Veréis los acantilados del sur de Gran Canaria y podréis practicar snorkel.,5.0,59.0
civ_156,Gran Canaria,"Servicio privado o compartido, puerta a puerta y al mejor precio. Os esperaremos en el aeropuerto o en el hotel para llevaros a vuestro destino de forma rápida y segura.",4.5,6.5
civ_157,Gran Canaria,"En esta excursión visitaemoss Maspalomas, el Puerto de Mogán y el barranco de Guayadeque para conocer la rica diversidad de paisajes del sur de Gran Canaria.",4.5,46.0
civ_158,Gran Canaria,"Explorad las cumbres de Gran Canaria en esta excursión que os llevará por el Roque Nublo, la caldera de Bandama y los pueblos de Teror y San Mateo.",4.6,46.0
civ_159,Gran Canaria,En este catamarán por las costas de Puerto Rico disfrutaremos de un día repleto de diversión en aguas del océano Atlántico. ¿Preparados para la travesía?,4.1,55.0
civ_160,Gran Canaria,"Recorred en buggy el sur de Gran Canaria a toda velocidad. Atravesaremos senderos, montañas y caminos disfrutando de un paisaje único.",4.6,130.0
civ_161,Gran Canaria,Sumérgete en la vida marina de Gran Canaria en el acuario más importante de la isla: Poema del Mar. ¡Más de 350 especies y una ventana al océano te esperan!,4.7,19.0
civ_162,Gran Canaria,En esta visita guiada por la destilería Arehucas conoceremos una de las fábricas de ron más importantes de Canarias y aprenderemos la historia de esta bebida.,4.4,11.0
civ_163,Gran Canaria,Participando en este bautismo de buceo en Gran Canaria aprenderéis a hacer submarinismo mientras disfrutáis de los fondos marinos de esta bella isla canaria.,4.8,80.0
civ_164,Gran Canaria,Animaos a disfrutar de una travesía por la costa de Puerto Rico en un catamarán desde el que podréis divisar los cautivadores paisajes del sur de Gran Canaria.,4.7,75.0
